"Country.Name","Country.Code","Year","Electricity.Access","Adj.SavingNetCO2Damage","Adj.SavingNaturalResourceDepletion","Adj.SavingNetForestDepletion","Adj.SavingParticulateEmissions","CompulsoryEducationDurationYears","ExportGoodsServices.GDP","FinalConsumptionExpenditure.GDP","ExportGoodsServices.GDP","GDP.PerCapita.Current","Govt.FinalConsumptionExpenditure.GDP","GrossNationalExpenditure.GDP","ImportGoodsServices.GDP","ConsumerPriceInflation","ProportionParliamentSeats.Women","RenewableEnergyConsumption.pctOfTotal","Trade.GDP","WomenInBusinessLawIndex","AnnualProductionBasedCO2Emissions","Continent","WorldBankIncomeClass","IndividualsUsingInternet","LifeExpenctancy","TotalPopulation","RegimeType","RuralPopulation.Prop","TotalNaturalResources.GDP","UrbanPopulation.Prop","WorldRegion"
"Angola","AGO",2011,34.6,0.893664281,34.49077826,0,1.018879209,6,60.66994844,52.21825729,1.1179e+11,4615.468219,18.23586053,78.64261098,39.31255941,13.48246792,38.18181818,49.23920059,99.98250785,65,30.33,"Africa","Upper-middle income",3.1,56.33,24220660,"Electoral Autocracy",39.472,41.153694331148,60.528,"Sub-Saharan Africa"
"Angola","AGO",2012,37.10102463,0.899509076,30.3441688,0,0.939995717,6,55.94013141,53.25225694,1.28053e+11,5100.097027,17.84263437,79.9198358,35.8599672,10.27790492,34.09090909,49.44329834,91.80009861,70.625,33.801,"Africa","Upper-middle income",6.5,57.236,25107925,"Electoral Autocracy",38.732,36.228516353538,61.268,"Sub-Saharan Africa"
"Angola","AGO",2013,38.24899292,0.857245799,25.58393157,0,0.876974937,6,50.74708439,59.17479266,1.3671e+11,5254.881126,21.62194874,85.317762,36.06484639,8.777814293,34.09090909,47.93849945,86.81193078,70.625,33.229,"Africa","Upper-middle income",8.9,58.054,26015786,"Electoral Autocracy",37.998,30.8160252136885,62.002,"Sub-Saharan Africa"
"Angola","AGO",2014,32,1.101677022,19.57928388,0,0.767450034,6,44.69503125,62.44240314,1.45712e+11,5408.4117,17.97565999,89.94286501,34.63789626,7.280387304,36.81818182,48.2112999,79.33292751,70.625,44.249,"Africa","Upper-middle income",21.4,58.776,26941773,"Electoral Autocracy",37.269,23.6710371529711,62.731,"Sub-Saharan Africa"
"Angola","AGO",2015,42,1.093054773,8.49859805,0,0.74864404,6,29.75459949,69.17683267,1.16194e+11,4166.979833,16.43283225,103.3793218,33.13392129,9.150372075,36.81818182,47.81560135,62.88852079,70.625,33.979,"Africa","Upper-middle income",29,59.398,27884380,"Electoral Autocracy",36.554,10.8015557777252,63.446,"Sub-Saharan Africa"
"Angola","AGO",2016,41.79737854,1.299366329,8.390241823,0,0.74744636,6,28.12448456,69.90647772,1.01124e+11,3506.073128,13.88068207,97.12118616,25.24567072,30.69531299,36.81818182,49.0080986,53.37015528,73.125,34.111,"Africa","Lower-middle income",29,59.925,28842482,"Electoral Autocracy",35.851,10.8571141919915,64.149,"Sub-Saharan Africa"
"Angola","AGO",2017,43.0016098,1.133932076,13.29864026,0,0.729873079,6,29.00410005,70.11831676,1.22124e+11,4095.810057,12.93582152,94.24862134,23.2527214,29.84358669,30.45454545,56.18050003,52.25682145,73.125,37.471,"Africa","Lower-middle income",32,60.379,29816769,"Electoral Autocracy",35.161,16.452411411449,64.839,"Sub-Saharan Africa"
"Angola","AGO",2018,45.29,1.440150531,22.40689034,0,0.729873079,6,40.83628989,66.83601101,1.01353e+11,3289.643995,10.47454474,88.22192544,25.54182093,19.62860772,30.45454545,56.78549957,66.37811082,73.125,37.679,"Africa","Lower-middle income",35,60.782,30809787,"Electoral Autocracy",34.486,27.4282203466729,65.514,"Sub-Saharan Africa"
"Albania","ALB",2001,100,1.53456116,0.214370389,0,0.38142777,8,21.33343755,88.83557674,3922099471,1281.659393,10.62598748,123.8242583,45.15760713,3.10758827,5.714285714,39.12530136,66.49104468,80,3.221,"Europe","Lower-middle income",0.325798377,74.288,3060173,"Electoral Autocracy",57.565,0.755950477951608,42.435,"Europe and Northern America"
"Albania","ALB",2002,100,1.688402104,0.229340575,0,0.366750732,8,20.94565114,91.36973554,4348070165,1425.124849,11.33507772,126.6337815,47.57948015,7.770525834,5.714285714,35.89580154,68.52513128,80,3.748,"Europe","Lower-middle income",0.390081273,74.579,3051010,"Electoral Autocracy",56.499,0.760798239531304,43.501,"Europe and Northern America"
"Albania","ALB",2003,100,1.556741276,0.230806807,0,0.354887519,8,20.84745139,91.42890599,5611492283,1846.118813,11.09839691,125.3257928,46.17318516,0.484002612,5.714285714,33.75170135,67.02063654,80,4.232,"Europe","Lower-middle income",0.971900415,74.828,3039616,"Electoral Autocracy",55.427,0.733194369383988,44.573,"Europe and Northern America"
"Albania","ALB",2004,100,1.248492816,0.248708331,0,0.333258935,8,22.21755127,88.41525018,7184681399,2373.579844,11.20590769,122.6120172,44.8295956,2.280019169,6.428571429,35.93470001,67.04714687,80,4.104,"Europe","Lower-middle income",2.420387798,75.039,3026939,"Electoral Autocracy",54.349,0.770849476407675,45.651,"Europe and Northern America"
"Albania","ALB",2005,100,1.200392814,0.353888284,0,0.308828712,8,23.01299011,87.97666832,8052075642,2673.787283,11.0312184,124.8463344,47.85931453,2.366581957,7.142857143,36.86830139,70.87230464,80,4.199,"Europe","Lower-middle income",6.043890864,75.228,3011487,"Electoral Democracy",53.269,1.0183823734434,46.731,"Europe and Northern America"
"Albania","ALB",2006,100,1.042206946,0.445885968,0,0.272184642,8,25.20959682,88.15034482,8896073938,2972.743265,10.52724933,123.8478594,49.05749752,2.370728319,7.142857143,31.7098999,74.26709433,80,3.844,"Europe","Lower-middle income",9.609991316,75.423,2992547,"Electoral Democracy",52.185,1.32183144186644,47.815,"Europe and Northern America"
"Albania","ALB",2007,100,0.920281891,0.517005792,0,0.244337122,8,28.24786726,92.24437006,10677321490,3595.037163,10.47748228,126.7063487,54.95419417,2.932682482,7.142857143,32.10039902,83.20206143,82.5,3.829,"Europe","Lower-middle income",15.03611541,75.646,2970017,"Electoral Democracy",51.098,1.76108609247365,48.902,"Europe and Northern America"
"Albania","ALB",2008,100,0.904943979,0.317165734,0,0.239493795,8,25.30240214,93.47269239,12881354104,4370.540127,10.37896602,129.2511294,52.14930043,3.363137574,7.142857143,35.91189957,77.45170257,82.5,4.272,"Europe","Lower-middle income",23.86,75.912,2947314,"Electoral Democracy",50.009,1.10999894994736,49.991,"Europe and Northern America"
"Albania","ALB",2009,100,1.019991545,0.157641731,0,0.24455644,8,25.24071574,91.92871516,12044223353,4114.140114,11.1094361,126.4865487,49.85412445,2.231396835,16.42857143,37.21519852,75.09484019,82.5,4.254,"Europe","Upper-middle income",41.2,76.221,2927519,"Electoral Democracy",48.924,0.605979694463314,51.076,"Europe and Northern America"
"Albania","ALB",2010,100,1.112281159,0.682598254,0,0.23742556,8,27.97944855,89.26664273,11926928506,4094.350334,11.15738249,119.5753054,48.56396093,-4.298474686,16.42857143,37.11370087,76.54340948,85.625,4.448,"Europe","Upper-middle income",45,76.562,2913021,"Electoral Democracy",47.837,1.57450582973465,52.163,"Europe and Northern America"
"Albania","ALB",2011,100,1.211136686,1.711603547,0.083672459,0.271298362,8,29.24150074,89.27360471,12890765324,4437.142885,10.97419325,120.6872166,51.97704782,3.429123247,15.71428571,35.96110153,81.21854856,85.625,5.031,"Europe","Lower-middle income",47,76.914,2905195,"Electoral Democracy",46.753,3.1788954930999,53.247,"Europe and Northern America"
"Albania","ALB",2012,99.9,1.249519649,1.909274256,0.067812797,0.284005551,9,28.93748669,88.81169331,12319830252,4247.629984,10.84482362,117.1402414,47.57268731,2.031592684,15.71428571,40.04669952,76.51017401,85.625,4.668,"Europe","Upper-middle income",49.4,77.252,2900401,"Electoral Democracy",45.67,3.37727696060868,54.33,"Europe and Northern America"
"Albania","ALB",2013,100,1.220763959,1.736529616,0.055113273,0.256090869,9,28.91635374,91.0548933,12776217195,4413.060861,11.02549593,119.1074289,46.95742792,1.937620802,17.85714286,41.28699875,75.87378166,85.625,4.928,"Europe","Upper-middle income",51.8,77.554,2895092,"Electoral Democracy",44.613,2.94740634709663,55.387,"Europe and Northern America"
"Albania","ALB",2014,99.95,1.383815867,1.991888467,0.05201176,0.255055208,9,28.21297884,92.23921231,13228144008,4578.631994,11.45183615,117.9138924,47.19485522,1.625865044,20,38.69739914,75.40783406,85.625,5.621,"Europe","Upper-middle income",54.3,77.813,2889104,"Electoral Democracy",43.577,3.07578173881471,56.423,"Europe and Northern America"
"Albania","ALB",2015,99.98,1.394173498,0.991069345,0.053111657,0.254302109,9,27.2673933,91.8054113,11386846319,3952.801215,11.11066552,117.6244392,44.53364682,3.501208355,20.71428571,38.62559891,71.80104013,85.625,4.532,"Europe","Upper-middle income",56.9,78.025,2880703,"Electoral Democracy",42.566,1.62162043575595,57.434,"Europe and Northern America"
"Albania","ALB",2016,99.89,1.352741287,0.853208178,0.038954542,0.260399386,9,28.97786422,92.23037404,11861200797,4124.055726,11.26929392,117.4542292,45.8319572,-0.36731721,22.85714286,39.58729935,74.80982141,91.25,4.496,"Europe","Upper-middle income",59.6,78.194,2876101,"Electoral Democracy",41.579,1.33338687223127,58.421,"Europe and Northern America"
"Albania","ALB",2017,99.89,1.339733241,0.753568772,0.039093631,0.265754893,9,31.56982064,91.10644626,13019693451,4531.020806,11.49837285,116.158981,46.62445444,2.060598459,27.85714286,37.21979904,78.19427508,91.25,5.404,"Europe","Upper-middle income",62.4,78.333,2873457,"Electoral Democracy",40.617,1.35755573540476,59.383,"Europe and Northern America"
"Albania","ALB",2018,100,1.244827633,1.007232226,0.032816778,0.265754893,9,31.59157414,90.18192862,15147020535,5284.380184,11.29359588,114.2829541,45.26431362,2.028059631,27.85714286,38.26639938,76.85588775,91.25,5.403,"Europe","Upper-middle income",65.4,78.458,2866376,"Electoral Democracy",39.681,1.81806469880433,60.319,"Europe and Northern America"
"United Arab Emirates","ARE",2008,100,1.318676622,7.450231149,0,0.104604816,6,78.8678887,65.67968423,3.15475e+11,44498.94051,7.296835617,90.77777577,69.64565532,12.25042024,22.5,0.110799998,148.513544,26.875,153.969,"Asia","High income",63,75.957,7089486,"Closed Autocracy",16.613,28.4133985728907,83.387,"Northern Africa and Western Asia"
"United Arab Emirates","ARE",2009,100,1.813072817,4.595773118,0,0.112517779,6,79.65331786,62.52175002,2.53547e+11,32024.19778,10.23414291,94.15529879,73.8086265,1.561813174,22.5,0.107699998,153.4619444,26.875,165.5,"Asia","High income",64,76.145,7917368,"Closed Autocracy",16.258,19.2356809317946,83.742,"Northern Africa and Western Asia"
"United Arab Emirates","ARE",2010,100,1.563215161,5.520675374,0,0.112940688,6,82.24241809,52.27162079,2.89787e+11,33893.26387,10.03107177,79.39273512,61.63511375,0.877983288,22.5,0.109399997,143.8775318,26.875,155.977,"Asia","High income",68,76.332,8549998,"Closed Autocracy",15.913,22.6512430085484,84.087,"Northern Africa and Western Asia"
"United Arab Emirates","ARE",2011,100,1.458039599,8.035659777,0,0.108734537,6,90.0765712,48.35134333,3.50666e+11,39194.67224,9.953314801,71.51281889,61.58938238,0.877346596,17.5,0.109200001,151.6659536,26.875,169.175,"Asia","High income",78,76.521,8946778,"Closed Autocracy",15.577,30.0976913018405,84.423,"Northern Africa and Western Asia"
"United Arab Emirates","ARE",2012,100,1.820832666,8.349510678,0,0.109567446,6,100.2464956,41.87156369,3.74591e+11,40976.49075,9.730439549,63.75637068,64.0028524,0.6622689,17.5,0.101800002,164.249348,26.875,217.362,"Asia","High income",84.9999915,76.711,9141598,"Closed Autocracy",15.251,29.8836269680409,84.749,"Northern Africa and Western Asia"
"United Arab Emirates","ARE",2013,100,1.826023432,7.43260939,0,0.117359148,6,100.5477884,44.92239243,3.90108e+11,42412.6395,10.98442789,64.1803694,64.72816489,1.101118364,17.5,0.102899998,165.2759533,26.875,221.836,"Asia","High income",88,76.903,9197908,"Closed Autocracy",14.934,27.1299950620514,85.066,"Northern Africa and Western Asia"
"United Arab Emirates","ARE",2014,100,1.884624481,6.777784418,0,0.128316948,6,99.56083028,47.20223823,4.03137e+11,43751.80565,10.93186437,69.37067388,68.9314775,2.346268657,17.5,0.137700006,168.4923078,26.875,215.906,"Asia","High income",90.4,77.095,9214182,"Closed Autocracy",14.625,24.2440464552635,85.375,"Northern Africa and Western Asia"
"United Arab Emirates","ARE",2015,100,1.88157875,4.072187951,0,0.144544638,6,100.8704802,47.84113597,3.58135e+11,38663.4005,12.42857827,73.48031542,74.35082733,4.069966084,22.5,0.126399994,175.2213076,26.875,239.671,"Asia","High income",90.5,77.285,9262896,"Closed Autocracy",14.326,14.0505831095879,85.674,"Northern Africa and Western Asia"
"United Arab Emirates","ARE",2016,100,2.0634089,3.389664225,0,0.166098789,6,101.0030139,48.72191857,3.57045e+11,38141.86713,12.52651063,74.74164578,75.74463412,1.617488089,22.5,0.123000003,176.747648,26.875,228.583,"Asia","High income",90.60000732,77.47,9360975,"Closed Autocracy",14.035,11.3457144897495,85.965,"Northern Africa and Western Asia"
"United Arab Emirates","ARE",2017,100,2.064810396,3.985849406,0,0.188604538,6,99.59493841,50.51885299,3.85606e+11,40644.79119,13.21193518,75.81447362,75.40941203,1.966825578,22.5,0.173199996,175.0043504,26.875,186.623,"Asia","High income",94.81992254,77.647,9487206,"Closed Autocracy",13.752,13.6059929101688,86.248,"Northern Africa and Western Asia"
"United Arab Emirates","ARE",2018,100,2.035783486,5.148113026,0,0.188604538,6,93.0481228,50.12102496,4.22215e+11,43839.32449,11.81921854,73.63252794,66.68065074,3.068633793,22.5,0.259200007,159.7287735,30,188.541,"Asia","High income",98.45000178,77.814,9630966,"Closed Autocracy",13.478,17.3247703336333,86.522,"Northern Africa and Western Asia"
"Armenia","ARM",2001,100,3.149410402,0.167806258,0,0.546035727,10,24.1458544,108.7538082,2118467913,694.4234554,10.34133848,131.6581635,45.718412,3.145904647,3.053435115,5.418000221,69.86426639,58.75,3.533,"Asia","Low income",1.631094667,71.8,3050686,"Electoral Autocracy",35.615,0.299938081961134,64.385,"Northern Africa and Western Asia"
"Armenia","ARM",2002,98,2.494431536,0.442403119,0,0.490984552,10,27.83210837,102.8695128,2376335048,783.241215,9.169041823,128.2878096,46.15239348,1.060049293,3.053435115,8.897299767,73.98450184,58.75,3.077,"Asia","Lower-middle income",1.960405046,72.112,3033976,"Electoral Autocracy",35.764,0.591149484718715,64.236,"Northern Africa and Western Asia"
"Armenia","ARM",2003,99.22579956,2.481296276,0.003639376,0,0.454693028,10,30.48299789,96.99655192,2807061009,930.1254727,9.384795808,125.3445019,49.56836971,4.721553366,4.580152672,9.809300423,80.0513676,61.875,3.456,"Asia","Lower-middle income",4.575217225,72.348,3017938,"Electoral Autocracy",35.863,0.0332345972024693,64.137,"Northern Africa and Western Asia"
"Armenia","ARM",2004,99.24093628,2.156349423,0,0,0.437213402,10,28.19074382,96.11983131,3576615240,1191.921006,9.356232102,125.242389,44.87989017,6.961261359,5.34351145,8.705699921,73.07063399,61.875,3.691,"Asia","Lower-middle income",4.899008571,72.513,3000715,"Electoral Autocracy",35.962,0.0217229048853793,64.038,"Northern Africa and Western Asia"
"Armenia","ARM",2005,99.8,1.978811954,0,0,0.422037617,10,27.31319795,89.13412656,4900469950,1643.756889,9.710011798,124.8995656,42.82654063,0.638928002,5.34351145,6.48939991,70.13973858,76.875,4.376,"Asia","Lower-middle income",5.252983352,72.626,2981262,"Electoral Autocracy",36.062,0.0102313628348326,63.938,"Northern Africa and Western Asia"
"Armenia","ARM",2006,99.23873901,1.602727573,0,0,0.413079226,10,22.14598144,85.27503946,6384451606,2158.148074,9.26564058,127.5004971,38.88415655,2.892356625,5.34351145,7.650800228,61.03013798,76.875,4.402,"Asia","Lower-middle income",5.631787777,72.716,2958301,"Electoral Autocracy",36.161,0.0158025574330559,63.839,"Northern Africa and Western Asia"
"Armenia","ARM",2007,99.23002625,1.339230938,0,0,0.390062963,10,18.18935698,84.75510016,9206301700,3139.28071,9.398191982,129.1067231,38.7856901,4.407360896,9.160305344,7.015200138,56.97504709,76.875,5.1,"Asia","Lower-middle income",6.021253397,72.815,2932615,"Electoral Autocracy",36.261,0.00929597821387474,63.739,"Northern Africa and Western Asia"
"Armenia","ARM",2008,99.22450256,1.20392281,0.055280825,0.055280825,0.398366666,10,14.26572957,84.68808716,11662040714,4010.861381,9.395905687,132.630923,40.27659839,8.949953354,8.396946565,6.40320015,54.54232796,76.875,5.575,"Asia","Lower-middle income",6.21,72.946,2907615,"Electoral Autocracy",36.36,0.213475225212698,63.64,"Northern Africa and Western Asia"
"Armenia","ARM",2009,99.22839355,1.336087621,0.130764423,0.110910959,0.502155072,10,14.67090075,96.8311216,8647936748,2994.340471,12.28372598,137.9761724,42.603335,3.406766827,9.160305344,7.798299789,57.27423574,76.875,4.363,"Asia","Lower-middle income",15.3,73.118,2888094,"Electoral Autocracy",36.46,0.374259981257674,63.54,"Northern Africa and Western Asia"
"Armenia","ARM",2010,99.8,1.236673481,1.41982034,0.122944503,0.526457416,10,19.74841532,98.30059378,9260284938,3218.378299,12.04370773,137.1153488,44.89456066,8.176361385,9.160305344,9.357099533,64.64297597,76.875,4.253,"Asia","Lower-middle income",25,73.331,2877314,"Electoral Autocracy",36.56,2.65466288047989,63.44,"Northern Africa and Western Asia"
"Armenia","ARM",2011,99.60435486,1.395422006,1.706319106,0.228312219,0.498721796,11,22.52318826,99.91539846,10142111334,3525.807198,11.91029326,131.8371974,46.9123854,7.650008079,8.396946565,8.007200241,69.43557366,80,4.969,"Asia","Lower-middle income",32,73.572,2876536,"Electoral Autocracy",36.66,2.92345816368101,63.34,"Northern Africa and Western Asia"
"Armenia","ARM",2012,99.61703491,1.601700638,0.813327715,0.176896633,0.455422341,12,27.56181148,96.78979332,10619320049,3681.844691,10.90996389,121.4707461,48.39986448,2.558020078,10.6870229,6.563799858,75.96167596,80,5.748,"Asia","Lower-middle income",37.5,73.82,2884239,"Electoral Autocracy",36.76,1.49013408940348,63.24,"Northern Africa and Western Asia"
"Armenia","ARM",2013,99.42,1.50473513,0.554387131,0.078255811,0.416598842,12,28.35348514,98.72357072,11121465767,3838.17388,11.93506543,120.8760608,49.20156302,5.789667785,10.6870229,6.769999981,77.55504816,80,5.535,"Asia","Lower-middle income",41.9,74.056,2897593,"Electoral Autocracy",36.836,1.09715390179819,63.164,"Northern Africa and Western Asia"
"Armenia","ARM",2014,99.71,1.533880532,0.117388204,0.082199622,0.395664547,12,28.56038166,97.63303903,11609512940,3986.231624,12.08585349,118.9160797,47.21848531,2.981308689,10.6870229,7.080900192,75.77886696,80,5.56,"Asia","Lower-middle income",54.62280586,74.273,2912403,"Electoral Autocracy",36.888,0.306948916870014,63.112,"Northern Africa and Western Asia"
"Armenia","ARM",2015,100,1.520816439,0.349653479,0.090514233,0.396943953,12,29.72539121,91.02744466,10553337673,3607.289299,13.11159781,111.7579748,41.95668313,3.731691193,10.6870229,10.7468996,71.68207434,80,5.072,"Asia","Lower-middle income",59.10083377,74.467,2925559,"Electoral Autocracy",36.915,0.760031512472534,63.085,"Northern Africa and Western Asia"
"Armenia","ARM",2016,99.8,1.716031745,0.077234896,0.077234896,0.40006916,12,33.74427986,89.75781648,10546135160,3591.828052,13.45415852,107.7733251,42.3336876,-1.403607559,10.6870229,13.15149975,76.07796746,80,5.159,"Asia","Lower-middle income",64.34602977,74.64,2936147,"Electoral Autocracy",36.918,0.221817709387797,63.082,"Northern Africa and Western Asia"
"Armenia","ARM",2017,99.7,1.714483674,0.084523093,0.084523088,0.353930196,12,38.21604566,92.34854501,11527458566,3914.527854,12.31855199,110.7702852,48.98633088,0.969553269,18.0952381,12.56260014,87.20237654,80,5.485,"Asia","Lower-middle income",64.74488433,74.797,2944789,"Electoral Autocracy",36.897,0.245915928420517,63.103,"Northern Africa and Western Asia"
"Armenia","ARM",2018,99.9,1.754915846,0.50495198,0.092175714,0.353930196,12,39.39289403,91.28757964,12457941907,4220.540321,11.48669032,113.687319,53.08021299,2.52023382,18.0952381,11.13300037,92.47310702,82.5,6.297,"Asia","Lower-middle income",68.24505226,74.945,2951741,"Electoral Autocracy",36.851,1.09018106273031,63.149,"Northern Africa and Western Asia"
"Australia","AUS",2005,100,1.217969003,1.991045356,0,0.024382879,10,18.26510157,75.18200377,6.93408e+11,33999.24286,17.56158856,102.7408711,21.00608107,2.691831683,24.66666667,6.712299824,39.27118264,81.25,386.513,"Oceania","High income",63,80.8414634146341,20394800,"Liberal Democracy",15.418,4.24113584240778,84.582,"Oceania"
"Australia","AUS",2006,100,1.247177212,2.530367251,0,0.023852182,10,19.8939213,74.21183626,7.46054e+11,36044.92281,17.4798029,101.8162841,21.71030579,3.555287737,24.66666667,6.853600025,41.60422709,81.25,392.681,"Oceania","High income",66,81.0414634146342,20697900,"Liberal Democracy",15.3,5.3159772424122,84.7,"Oceania"
"Australia","AUS",2007,100,1.173301507,3.070155146,0,0.023601969,10,20.20360889,74.07281291,8.531e+11,40960.05449,17.34393651,101.6442219,21.84783079,2.327611289,26.66666667,6.952000141,42.05143968,81.25,399.842,"Oceania","High income",69.45,81.2926829268293,20827600,"Liberal Democracy",15.178,6.50826077201472,84.822,"Oceania"
"Australia","AUS",2008,100,1.023537078,3.354656844,0,0.022759916,10,20.16167323,73.88256139,1.054e+12,49601.65671,17.2426534,102.5471561,22.70865946,4.35029855,26.66666667,6.789999962,42.8703327,81.25,404.417,"Oceania","High income",71.67,81.3951219512195,21249200,"Liberal Democracy",15.057,8.63439958221708,84.943,"Oceania"
"Australia","AUS",2009,100,1.217460941,1.934949463,0,0.022361885,10,23.00481294,72.3922247,9.27805e+11,42772.35917,17.591547,99.78827833,22.79309127,1.771117166,27.33333333,7.148900032,45.79790421,83.75,407.463,"Oceania","High income",74.25,81.5439024390244,21691700,"Liberal Democracy",14.937,5.056301065417,85.063,"Oceania"
"Australia","AUS",2010,100,1.014460302,2.724581146,0,0.021906703,10,19.81000775,74.17836154,1.14614e+12,52022.1256,17.99900247,101.0295025,20.83966397,2.918340027,24.66666667,8.163399696,40.64967173,83.75,405.503,"Oceania","High income",76,81.6951219512195,22031750,"Liberal Democracy",14.818,8.09865239513127,85.182,"Oceania"
"Australia","AUS",2011,100,0.871417302,3.026999951,0,0.021298155,10,21.43641705,72.52654554,1.39665e+12,62517.83375,17.8107498,99.03375777,20.47031601,3.303850156,24.66666667,8.318599701,41.90673306,91.25,404.173,"Oceania","High income",79.48769771,81.8951219512195,22340024,"Liberal Democracy",14.7,8.68060270697945,85.3,"Oceania"
"Australia","AUS",2012,100,0.803604808,2.140511092,0,0.020221087,10,21.48082841,72.50606553,1.54615e+12,68012.1479,17.98623236,100.2486232,21.72951827,1.762780156,24.66666667,8.294500351,43.21034667,91.25,406.506,"Oceania","High income",79,82.0463414634146,22733465,"Liberal Democracy",14.598,5.39120459516169,85.402,"Oceania"
"Australia","AUS",2013,100,0.781214545,1.837780684,0,0.020010276,10,19.95616761,73.40023836,1.57618e+12,68150.10704,17.84037956,101.29603,21.25226273,2.449888641,26,9.215200424,41.20843035,93.75,397.943,"Oceania","High income",83.45349717,82.1487804878049,23128129,"Liberal Democracy",14.498,5.3058178040769,85.502,"Oceania"
"Australia","AUS",2014,100,0.850264708,1.863882561,0,0.020336831,10,21.039455,73.68194529,1.46748e+12,62510.79117,17.69738447,100.4275803,21.46703534,2.487922705,26,9.316900253,42.50649034,96.875,394.117,"Oceania","High income",84,82.3,23475686,"Liberal Democracy",14.398,4.75732785481532,85.602,"Oceania"
